transcript	RIBO_GMP_Ven_A	RIBO_GMP_Ven_B	RIBO_GMP_vehicle_A	RIBO_GMP_vehicle_B	RIBO_HSC_Ven_A	RIBO_HSC_Ven_B	RIBO_HSC_vehicle_A	RIBO_HSC_vehicle_B
Ifitm7-201	0	1	0	0	0	0	0	0
Ifna1-201	0	0	0	0	0	0	0	0
Ifna11-201	0	0	0	0	0	0	0	0
Ifna12-201	0	0	0	0	0	0	0	0
Ifna13-201	0	0	0	0	0	0	0	0
Ifna14-201	0	0	0	0	0	0	0	0
Ifna15-201	0	0	0	0	0	0	0	0
Ifna16-201	0	0	0	0	0	0	0	0
Ifna2-201	0	0	0	0	0	0	0	0
Ifna4-201	0	0	0	0	0	0	0	0
Ifna5-201	0	0	0	0	0	0	0	0
Ifna6-201	0	0	0	0	0	0	0	0
Ifna7-201	0	0	0	0	0	0	0	0
Ifna9-201	0	0	0	0	0	0	0	0
Ifnab-201	0	0	0	0	0	0	0	0
Ifnar1-201	130	55	85	99	110	38	101	116
Ifnar2-201	265	89	170	204	113	41	162	188
Ifnb1-201	0	0	0	0	0	0	0	0
Ifne-201	0	0	0	0	0	0	0	0
Ifng-201	0	0	1	3	0	0	0	0
Ifngr1-201	1078	565	752	874	587	259	707	814
Ifngr2-201	15	4	5	6	19	0	7	12
Ifnk-201	0	0	0	0	0	0	0	0
Ifnl2-201	0	0	0	0	0	0	0	0
Ifnl3-201	0	0	0	0	0	0	0	0
Ifnlr1-201	1	0	0	0	5	0	2	2
Ifnz-201	0	0	0	0	0	0	0	0
Ifrd1-201	59	21	47	31	34	10	22	22
Ifrd2-201	44	11	38	17	32	8	27	18
Ift122-201	10	4	4	14	10	4	14	19
Ift140-201	114	28	60	53	68	28	52	62
Ift172-201	46	20	31	26	42	21	22	31
Ift20-203	89	37	42	66	64	12	69	55
Ift22-205	20	4	12	13	19	1	12	14
Ift27-201	51	29	45	29	31	12	27	20
Ift43-201	1	0	1	0	0	1	0	2
Ift46-201	32	16	19	26	25	10	27	27
Ift52-201	70	25	40	51	40	10	31	41
Ift57-201	325	148	195	202	92	19	116	107
Ift74-201	33	10	19	15	17	4	11	18
Ift80-208	97	54	60	48	61	14	51	43
Ift81-201	3	0	1	1	3	2	6	3
Ift88-201	27	10	31	24	26	5	30	27
Igbp1-201	267	153	217	229	178	64	250	213
Igbp1b-201	0	0	0	0	0	0	0	0
Igdcc3-201	0	0	0	0	0	0	0	0
Igdcc4-201	0	0	0	0	1	0	1	0
Igf1-203	1	2	2	2	2	0	6	3
Igf1r-201	295	107	174	199	191	58	221	171
Igf2-204	0	0	0	0	0	0	0	0
Igf2bp1-201	0	1	0	0	0	0	0	0
Igf2bp2-201	3	2	3	1	1	0	2	1
Igf2bp3-201	191	98	158	117	190	98	144	142
Igf2r-201	24	20	26	48	22	26	18	31
Igfals-201	0	0	0	0	0	0	0	0
Igfbp1-201	0	0	0	0	0	0	0	0
Igfbp2-201	0	0	0	0	0	0	0	0
Igfbp3-201	0	0	1	0	0	0	0	0
Igfbp4-201	257	100	174	200	136	67	136	168
Igfbp5-201	1	0	0	0	0	0	0	0
Igfbp6-201	0	0	0	0	0	0	1	0
Igfbp7-201	0	1	0	1	1	0	0	0
Igfbpl1-201	0	0	0	0	0	0	0	0
Igfl3-201	0	0	0	0	0	0	0	0
Igflr1-201	0	0	0	0	0	0	0	0
Igfn1-203	0	0	2	0	2	0	1	0
Ighmbp2-201	27	11	24	17	30	20	19	21
Igip-201	0	0	1	0	3	0	0	0
Igll1-201	0	0	0	1	0	0	0	0
Iglon5-201	0	0	0	0	0	0	0	0
Igsf1-201	0	0	0	0	0	0	1	0
Igsf10-201	0	0	0	0	0	0	0	0
Igsf11-201	0	1	0	0	0	0	0	0
Igsf21-201	0	0	0	0	0	0	0	0
Igsf23-201	0	0	0	0	0	0	0	0
Igsf3-201	0	0	2	0	0	0	0	0
Igsf5-202	0	0	0	0	0	0	0	0
Igsf6-201	454	224	301	349	197	58	266	283
Igsf8-201	123	55	74	97	107	45	169	227
Igsf9-202	0	0	0	0	0	0	0	0
Igsf9b-204	0	0	0	0	0	0	0	0
Igtp-201	42	20	30	34	22	17	32	40
Ihh-201	0	0	0	0	0	0	0	0
Iigp1-201	0	1	0	0	0	0	1	0
Ik-201	754	342	549	477	390	202	397	305
Ikbip-202	17	5	18	12	7	1	15	13
Ikbkb-201	202	106	142	165	192	39	225	213
Ikbke-201	44	20	41	38	45	14	44	37
Ikbkg-218	137	76	87	125	76	34	107	106
Ikzf1-204	213	59	130	117	162	59	175	164
Ikzf2-201	179	75	110	136	116	42	135	129
Ikzf3-201	49	25	33	42	8	4	30	14
Ikzf4-201	0	0	0	0	0	0	0	0
Ikzf5-201	13	7	8	9	8	0	7	11
Il10-201	0	0	0	0	0	0	0	0
Il10ra-201	13	3	10	1	27	11	28	19
Il10rb-201	149	45	60	102	69	18	88	105
Il11-201	0	0	0	0	0	0	0	0
Il11ra1-201	27	10	8	17	2	0	3	9
Il11ra2-202	0	0	0	0	0	0	0	0
Il12a-202	3	3	6	3	3	1	2	1
Il12b-202	0	0	0	0	0	0	0	0
Il12rb1-201	13	5	5	13	4	5	10	16
Il12rb2-201	5	5	1	9	1	2	2	4
Il13-201	0	0	0	0	0	0	0	0
Il13ra1-201	52	21	38	30	20	15	23	31
Il13ra2-201	0	0	0	0	0	0	0	0
Il15-201	18	6	3	13	6	0	12	15
Il15ra-201	8	3	6	8	2	1	3	3
Il16-201	242	126	151	175	157	78	221	172
Il17a-201	0	0	0	0	0	0	0	0
Il17b-201	0	0	0	0	0	0	0	0
Il17c-201	0	0	0	0	0	0	0	0
Il17d-201	0	0	0	0	0	0	0	0
Il17f-201	0	0	0	0	0	0	0	0
Il17ra-201	216	106	156	180	142	90	195	223
Il17rb-201	1	1	1	2	0	1	0	1
Il17rc-201	0	0	0	0	0	0	0	0
Il17rd-201	0	0	0	0	0	0	0	0
Il17re-202	0	0	0	0	0	0	0	0
Il18-204	2	0	0	0	0	0	1	0
Il18bp-203	1	0	1	1	0	0	0	0
Il18r1-202	1	0	0	0	1	2	3	1
Il18rap-201	36	15	35	34	32	7	46	23
Il19-203	0	0	0	0	0	0	0	0
Il1a-201	0	0	0	0	0	0	0	0
Il1b-201	1	4	2	2	1	0	1	1
Il1f10-201	0	0	0	0	0	0	0	0
Il1f5-201	0	0	0	0	0	0	0	0
Il1f6-201	0	0	0	0	0	0	0	0
Il1f8-201	0	0	0	0	0	0	0	0
Il1f9-201	2	0	1	1	0	1	0	1
Il1r1-201	1	3	3	6	0	4	2	9
Il1r2-201	18	4	11	10	4	7	16	12
Il1rap-201	85	41	76	77	31	12	56	75
Il1rapl1-203	0	0	0	0	0	0	0	0
Il1rapl2-202	0	0	0	0	0	0	0	0
Il1rl1-202	2	1	0	0	1	0	1	0
Il1rl2-204	17	6	11	7	7	0	8	4
Il1rn-204	5	1	5	9	2	1	5	1
Il2-201	0	0	0	0	0	0	1	0
Il20-201	0	0	0	0	0	0	0	0
Il20ra-201	5	5	2	2	0	0	0	1
Il20rb-201	3	0	2	1	0	0	1	3
Il21-201	0	0	0	0	0	0	0	0
Il21r-201	39	19	30	27	55	8	28	32
Il22-201	0	0	0	0	0	0	0	0
Il22ra1-201	0	0	0	0	0	0	0	0
Il22ra2-201	72	53	60	71	10	9	25	48
Il23a-201	0	0	0	0	0	0	0	0
Il23r-201	0	0	0	0	0	0	0	0
Il24-201	0	0	0	0	0	0	0	0
Il25-201	0	0	0	0	0	0	0	0
Il27-201	1	0	0	0	0	0	2	0
Il27ra-201	8	3	4	3	0	0	0	1
Il2ra-201	0	0	0	0	0	2	1	0
Il2rb-201	3	1	1	1	1	0	4	2
Il2rg-201	16	11	10	18	2	2	6	11
Il3-201	0	0	0	0	0	0	0	0
Il31-201	0	0	0	0	0	0	0	0
Il31ra-201	21	11	19	22	31	11	44	29
Il33-201	1	0	0	0	0	0	2	0
Il34-201	0	0	0	0	0	0	0	0
Il3ra-203	80	43	57	72	41	8	55	79
Il4-201	0	1	0	0	0	0	0	0
Il4i1-201	1	1	0	2	2	0	2	2
Il4ra-201	76	27	48	60	28	9	59	44
Il5-201	0	0	0	0	0	0	0	0
Il5ra-202	7	7	6	4	1	0	0	0
Il6-201	0	0	0	0	0	0	0	0
Il6ra-201	75	25	35	55	66	35	71	69
Il6st-203	19	8	16	15	54	44	43	67
Il7-205	0	0	0	0	0	0	0	0
Il7r-201	1	2	0	0	0	0	0	1
Il9-201	0	0	0	0	0	0	0	0
Il9r-205	0	0	0	0	0	0	0	0
Ildr1-203	0	0	0	0	0	0	0	1
Ildr2-201	0	0	0	0	0	0	0	0
Ilf2-201	193	98	117	121	110	42	103	108
Ilf3-201	259	92	163	167	177	102	142	138
Ilk-201	322	138	200	261	234	80	255	222
Ilkap-201	160	55	75	111	107	23	100	96
Ilrun-203	32	12	12	27	35	9	31	31
Iltifb-201	0	0	0	0	0	0	0	0
Ilvbl-201	42	40	35	50	21	11	34	40
Immp1l-201	34	10	19	19	20	6	27	18
Immp2l-202	3	1	0	1	1	0	1	1
Immt-201	496	253	327	387	182	95	240	259
Imp3-201	4	3	1	2	0	1	2	1
Imp4-201	109	41	51	67	82	31	72	66
Impa1-201	143	82	88	115	92	35	109	107
Impa2-201	42	17	17	36	29	7	48	31
Impact-201	22	12	14	10	7	2	6	9
Impad1-201	86	20	41	61	39	8	46	62
Impdh1-202	20	5	7	17	13	5	4	5
Impdh2-201	716	310	464	431	714	254	495	465
Impg1-202	0	0	0	0	0	0	0	0
Impg2-202	0	0	0	0	0	0	0	1
Ina-201	0	1	0	0	0	0	0	0
Inafm1-201	0	0	0	0	0	0	0	0
Inafm2-201	0	0	0	0	1	0	0	0
Inava-201	0	0	0	0	0	0	0	0
Inca1-201	0	0	0	0	0	0	0	0
Incenp-201	736	338	553	494	649	295	435	384
Inf2-201	45	21	32	34	95	21	87	112
Ing1-201	90	18	32	52	62	8	76	71
Ing2-201	35	9	19	21	21	3	17	25
Ing3-201	146	66	99	94	100	35	144	116
Ing4-201	0	0	0	0	0	0	0	0
Ing5-201	54	9	17	22	27	9	26	24
Inha-201	0	0	0	0	0	0	0	0
Inhba-201	3	2	2	4	1	4	0	0
Inhbb-201	0	1	0	0	1	0	0	3
Inhbc-201	0	0	0	0	0	0	0	0
Inhbe-201	0	0	0	0	0	0	0	0
Inip-201	2	1	2	0	0	0	1	1
Inka1-201	45	12	27	33	11	1	8	11
Inka2-201	0	1	0	0	2	0	0	2
Inmt-201	0	0	0	0	1	0	0	0
Ino80-201	176	71	142	120	129	38	108	88
Ino80b-201	73	39	49	49	89	18	73	85
Ino80c-204	12	4	10	8	8	5	8	11
Ino80d-205	97	36	66	78	106	25	83	92
Ino80e-203	85	33	46	46	38	17	38	50
Inpp1-201	38	11	23	25	36	9	44	40
Inpp4a-201	64	34	64	57	61	25	66	58
Inpp4b-201	2	2	3	2	1	0	1	1
Inpp5a-203	16	2	8	12	17	3	9	6
Inpp5b-201	222	104	150	158	138	44	167	129
Inpp5d-210	490	213	328	345	348	171	368	329
Inpp5e-205	21	5	21	21	12	2	21	17
Inpp5f-201	27	18	27	42	51	29	55	46
Inpp5j-201	25	15	21	18	15	2	17	7
Inpp5k-201	97	46	73	71	74	36	104	92
Inppl1-201	97	38	60	60	136	30	101	72
Ins1-201	0	0	0	0	0	0	0	0
Ins2-209	0	0	0	0	0	0	0	0
Insc-208	0	0	0	0	0	0	0	0
Insig1-201	12	3	10	8	1	0	1	6
Insig2-201	16	4	9	15	9	2	8	13
Insl3-201	0	0	0	0	0	0	0	0
Insl5-201	0	0	0	0	0	0	0	0
Insl6-201	1	0	1	1	1	0	0	0
Insm1-201	0	0	0	0	0	0	0	0
Insm2-201	0	0	0	0	0	0	0	0
Insr-201	81	37	60	60	47	20	56	62
Insrr-201	0	0	0	0	0	0	0	0
Insyn1-201	0	0	0	0	0	0	0	0
Insyn2a-201	0	0	0	0	0	0	0	0
Insyn2b-202	0	0	0	0	0	0	0	0
Ints1-210	148	43	100	106	184	78	62	60
Ints10-201	202	99	176	173	196	89	165	141
Ints11-201	168	65	73	147	136	47	120	113
Ints12-201	68	26	43	48	11	7	19	24
Ints13-201	157	66	103	91	136	56	132	101
Ints14-201	29	10	20	23	12	7	13	14
Ints2-201	124	52	127	78	119	45	53	62
Ints3-201	211	81	141	141	179	54	117	87
Ints4-201	157	82	109	102	172	74	136	119
Ints5-201	92	47	75	57	91	32	72	78
Ints6-202	95	30	60	69	75	19	50	44
Ints6l-201	54	20	43	51	44	13	52	33
Ints7-201	211	71	107	139	175	68	115	131
Ints8-201	144	57	85	72	117	26	97	88
Ints9-201	101	62	112	86	113	67	100	102
Intu-202	17	0	9	2	8	2	10	7
Invs-201	12	2	11	5	14	2	8	7
Ip6k1-201	25	10	16	16	24	10	17	19
Ip6k2-201	74	38	45	54	26	13	54	30
Ip6k3-201	0	0	0	0	2	0	1	0
Ipcef1-203	26	13	10	27	12	3	20	14
Ipmk-201	27	11	15	13	35	9	39	25
Ipo11-201	99	44	75	79	79	29	53	61
Ipo13-201	36	10	19	15	24	4	11	11
Ipo4-201	21	9	18	20	20	12	23	31
Ipo5-201	757	321	528	456	700	277	382	363
Ipo7-201	787	359	558	499	776	249	500	470
Ipo8-201	184	77	157	117	199	67	160	149
Ipo9-201	253	103	168	183	183	66	149	159
Ipp-202	98	39	73	86	80	35	76	65
Ippk-202	51	19	30	44	33	9	42	23
Iqank1-204	0	0	0	0	0	0	0	0
Iqca-201	0	0	0	0	0	0	0	0
Iqca1l-201	0	0	0	0	0	0	0	0
Iqcb1-201	15	14	12	16	14	8	14	9
Iqcc-201	26	17	18	11	13	8	19	11
Iqcd-202	0	1	4	1	2	3	0	1
Iqce-201	26	13	15	24	42	6	28	23
Iqcf1-201	0	0	0	0	0	0	0	0
Iqcf3-203	0	0	0	0	0	0	0	0
Iqcf4-201	0	0	0	0	0	0	0	0
Iqcf5-201	0	0	0	0	0	0	0	0
Iqcf6-201	0	0	0	0	0	0	0	0
Iqcg-202	9	12	17	14	17	4	43	20
Iqch-204	0	0	0	0	0	0	0	0
Iqcj-201	0	0	0	0	0	0	0	0
Iqck-202	2	2	0	3	1	0	1	0
Iqcm-203	0	0	0	0	0	0	0	0
Iqcn-201	0	0	0	0	0	0	0	0
Iqgap1-201	1335	617	1046	827	842	566	730	646
Iqgap2-201	179	53	108	120	293	189	276	214
Iqgap3-201	81	33	61	67	107	52	48	49
Iqschfp-201	0	0	1	0	0	0	0	0
Iqsec1-202	53	22	32	38	58	18	68	69
Iqsec2-201	15	6	14	14	15	6	21	17
Iqsec3-201	0	0	0	0	0	0	0	1
Iqub-201	0	0	0	0	0	0	0	0
Irak1-204	136	52	99	100	150	36	109	106
Irak1bp1-202	18	0	1	4	0	0	0	0
Irak2-201	46	23	29	33	19	9	34	30
Irak3-201	88	54	59	76	51	11	57	63
Irak4-201	159	58	86	84	89	34	134	96
Ireb2-201	172	62	118	98	103	23	98	105
Irf1-202	93	34	57	64	24	20	52	55
Irf2-201	166	64	110	123	81	40	111	115
Irf2bp1-201	34	16	12	22	39	9	32	31
Irf2bp2-201	263	114	154	176	175	44	198	176
Irf2bpl-201	8	2	8	5	10	0	4	4
Irf3-201	84	39	52	48	35	11	47	50
Irf4-201	0	0	0	1	4	2	2	3
Irf5-202	53	17	28	48	38	10	43	55
Irf6-201	0	0	0	0	0	0	0	0
Irf7-201	29	11	33	29	24	8	27	30
Irf8-201	74	20	33	62	162	77	122	147
Irf9-202	193	87	102	149	117	69	152	149
Irgc1-204	0	0	0	0	0	0	0	0
Irgm1-201	76	37	39	41	52	36	63	70
Irgm2-201	29	17	23	26	15	10	27	24
Irgq-201	17	0	2	9	5	2	6	6
Irs1-201	0	0	0	0	0	0	0	0
Irs2-201	9	3	6	6	13	1	12	10
Irs3-201	0	0	0	0	0	0	0	0
Irs4-201	0	0	0	0	0	0	0	0
Irx1-201	0	0	0	0	0	0	0	0
Irx2-201	0	1	0	0	0	0	0	0
Irx3-201	0	0	0	0	0	0	1	0
Irx4-201	0	0	0	0	0	0	0	0
Irx5-201	15	6	12	21	0	0	0	0
Irx6-201	0	0	0	0	0	0	0	0
Isca1-201	0	0	0	0	0	0	0	0
Isca2-201	18	7	9	15	15	2	4	7
Iscu-201	57	26	32	38	35	3	39	23
Isg15-201	25	12	18	22	4	6	10	9
Isg20-201	1	0	0	2	0	0	2	0
Isg20l2-201	69	18	33	37	37	7	29	16
Isl1-201	0	0	0	0	0	0	0	0
Isl2-201	0	0	0	0	0	0	0	0
Islr-201	0	0	0	0	2	1	0	0
Islr2-203	0	0	0	0	0	0	0	0
Ism1-202	0	0	0	0	0	0	0	0
Ism2-202	0	0	0	0	0	0	0	0
Isoc1-201	100	43	62	87	96	31	80	74
Isoc2a-201	45	24	32	41	11	7	25	30
Isoc2b-201	6	2	4	5	4	0	7	9
Ist1-201	149	67	87	100	90	26	100	94
Isx-201	0	0	0	0	0	0	0	0
Isy1-201	109	51	77	84	90	24	77	74
Isyna1-204	196	98	129	168	210	73	136	125
Itch-202	271	128	257	203	219	78	221	175
Itfg1-201	234	96	114	172	95	20	109	122
Itfg2-201	43	27	40	36	32	10	32	31
Itga1-201	152	24	46	107	357	161	412	594
Itga10-202	1	0	0	0	0	0	0	0
Itga11-201	0	0	0	0	0	0	1	1
Itga2-201	1	4	5	2	1	0	3	2
Itga2b-201	50	42	58	37	4	5	12	11
Itga3-201	0	0	0	0	0	0	0	0
Itga4-201	805	296	549	615	419	180	460	558
Itga5-201	185	100	136	159	83	47	133	154
Itga6-201	218	88	166	173	165	64	256	311
Itga7-201	0	0	1	0	0	0	0	0
Itga8-201	0	1	2	4	8	3	5	9
Itga9-201	49	22	35	22	2	0	6	6
Itgad-201	3	0	3	5	0	1	3	3
Itgae-201	0	0	0	0	0	0	0	0
Itgal-201	423	204	303	360	428	261	458	514
Itgam-203	4	1	1	6	5	0	5	5
Itgav-201	361	185	277	353	141	74	215	228
Itgax-201	32	26	16	32	10	10	24	29
Itgb1-201	1610	811	1181	1241	603	265	661	703
Itgb1bp1-201	30	9	16	22	17	4	18	13
Itgb1bp2-201	0	0	0	0	0	1	0	0
Itgb2-201	2150	1413	1604	1938	850	450	1447	1602
Itgb2l-201	20	15	12	46	68	42	101	89
Itgb3-201	122	58	73	123	39	36	120	145
Itgb3bp-204	24	17	9	18	5	3	5	7
Itgb4-210	0	0	0	0	0	0	0	0
Itgb5-202	361	134	237	271	134	41	182	207
Itgb6-202	0	0	0	0	0	0	0	0
Itgb7-201	156	54	90	157	153	76	321	428
Itgb8-201	0	1	0	1	0	0	1	1
Itgbl1-201	0	0	1	0	0	0	0	0
Itih1-202	0	0	0	0	0	0	0	0
Itih2-201	0	0	0	0	0	0	0	0
Itih3-201	0	0	2	0	0	0	1	0
Itih4-203	0	0	0	0	0	0	0	1
Itih5-201	41	11	23	55	38	24	57	58
Itk-201	0	0	1	0	0	1	2	2
Itln1-201	0	0	0	0	0	0	0	0
Itm2a-201	1	0	0	1	0	0	1	1
Itm2b-201	1505	911	1167	1273	1185	585	1349	1352
Itm2c-201	154	80	145	143	113	49	180	196
Itpa-201	81	33	63	66	64	21	56	61
Itpk1-201	34	14	12	18	31	2	16	22
Itpka-201	1	0	0	0	0	0	0	0
Itpkb-201	59	19	44	38	60	11	56	32
Itpkc-201	14	3	4	6	10	2	7	5
Itpr1-201	398	136	275	240	359	161	203	172
Itpr2-201	119	55	82	77	46	24	41	29
Itpr3-201	129	59	97	81	135	53	116	70
Itprid1-201	0	0	0	0	0	0	0	0
Itprid2-202	212	83	132	142	163	38	153	116
Itprip-201	169	83	107	156	41	24	106	86
Itpripl1-201	64	18	37	47	95	13	78	76
Itpripl2-201	43	14	31	31	28	9	41	34
Itsn1-208	4	0	6	2	5	3	12	2
Itsn2-201	603	242	364	440	471	148	484	379
Ivd-201	63	37	65	65	46	29	83	86
Ivl-201	4	0	6	3	4	0	2	0
Ivns1abp-201	489	213	306	374	525	138	428	357
Iws1-201	385	162	238	261	258	77	269	257
Iyd-201	0	0	0	0	0	0	0	0
Izumo1-201	2	0	0	2	0	0	1	0
Izumo1r-201	0	0	1	1	0	0	0	0
Izumo2-201	0	0	0	0	0	0	0	0
Izumo3-201	0	0	0	0	0	0	0	0
Izumo4-205	0	1	0	5	3	0	0	3
Jade1-202	85	31	42	50	56	12	51	48
Jade2-201	63	25	56	67	27	8	48	26
Jade3-202	45	12	15	15	15	9	7	17
Jag1-201	0	0	1	0	0	0	0	0
Jag2-201	8	1	1	2	0	0	1	4
Jagn1-201	20	5	9	9	6	1	2	5
Jak1-201	525	251	404	370	362	153	368	398
Jak2-202	101	32	76	73	167	29	113	122
Jak3-201	65	24	72	38	43	23	46	43
Jakmip1-201	0	0	0	0	0	0	0	0
Jakmip1-216	0	0	0	0	0	0	0	0
Jakmip2-201	0	0	0	0	0	0	0	0
Jakmip3-201	0	0	1	0	0	0	0	0
Jam2-202	0	0	0	0	0	0	0	0
Jam3-201	0	0	1	0	0	0	0	0
Jaml-201	3	1	4	4	0	0	1	0
Jarid2-208	316	131	233	198	237	87	192	150
Jazf1-201	4	4	1	7	4	0	0	1
Jcad-201	6	5	10	10	25	7	13	12
Jchain-201	15	0	4	3	0	4	6	10
Jdp2-203	84	25	38	52	44	5	72	61
Jhy-201	0	0	0	0	0	0	0	0
Jkamp-201	17	1	6	8	7	0	2	2
Jmjd1c-201	970	413	757	664	475	143	325	285
Jmjd4-202	4	1	3	2	3	0	4	3
Jmjd6-201	108	39	54	65	58	17	70	75
Jmjd7-201	2	0	1	3	2	0	1	1
Jmjd8-201	39	23	30	26	29	16	33	39
Jmy-201	37	17	31	23	31	7	29	27
Josd1-201	33	4	14	5	27	5	22	20
Josd2-201	12	8	4	7	3	0	4	3
Jph1-201	0	0	0	0	0	0	0	0
Jph2-201	0	0	0	0	0	0	0	0
Jph3-201	0	0	0	1	0	0	0	1
Jph4-201	0	0	0	0	0	0	0	0
Jpt1-201	350	177	236	269	280	149	261	262
Jpt2-201	86	20	36	47	35	14	29	36
Jrk-201	2	1	6	0	5	0	8	3
Jrkl-201	40	12	33	26	45	4	49	22
Jsrp1-203	0	0	0	0	0	0	0	0
Jtb-201	58	12	31	37	96	18	74	53
Jun-201	6	4	6	4	6	1	6	7
Junb-201	32	16	25	28	22	9	31	29
Jund-201	0	0	1	0	2	0	1	2
Jup-201	63	28	43	51	47	28	60	66
Kalrn-201	33	10	23	17	27	5	32	28
Kank1-201	0	0	0	0	0	0	0	0
Kank2-201	8	3	1	5	3	1	1	1
Kank3-201	10	3	7	10	5	0	6	4
Kank4-201	0	0	0	0	0	0	0	0
Kansl1-205	177	85	144	121	198	36	131	117
Kansl1l-201	59	20	35	24	25	8	34	25
Kansl2-204	41	15	14	34	24	10	23	13
Kansl3-205	89	29	44	79	56	21	78	50
Kantr-207	0	0	0	0	0	0	0	0
Kap-201	0	0	0	0	0	0	0	0
Kars-201	473	212	328	280	423	206	292	251
Kat14-201	184	60	112	95	186	40	127	80
Kat2a-202	68	35	57	58	77	20	61	55
Kat2b-201	47	23	26	28	29	9	34	22
Kat5-201	40	21	30	39	43	16	38	35
Kat6a-201	287	103	180	158	259	77	201	149
Kat6b-204	29	12	23	30	38	6	37	21
Kat7-205	222	99	111	137	126	46	99	73
Kat8-201	39	15	24	17	28	10	35	33
Katna1-202	152	64	108	99	127	37	125	118
Katnal1-201	13	5	10	6	12	6	12	8
Katnal2-205	1	0	0	0	0	0	0	2
Katnb1-201	14	6	13	12	16	6	11	14
Katnbl1-201	17	2	9	11	8	2	6	2
Kazald1-202	0	0	0	0	0	0	0	0
Kazn-201	1	2	2	0	0	0	0	1
Kbtbd11-201	0	0	0	0	1	0	1	0
Kbtbd12-202	0	0	2	0	0	0	0	1
Kbtbd13-201	0	0	0	0	0	1	0	0
Kbtbd2-201	151	60	92	103	166	36	129	108
Kbtbd3-202	13	2	9	6	11	0	10	9
Kbtbd4-201	75	29	47	41	50	9	51	46
Kbtbd6-202	19	9	8	13	3	8	6	8
Kbtbd7-201	103	45	68	70	107	47	108	96
Kbtbd8-201	34	17	27	22	33	14	13	21
Kcmf1-201	105	43	65	75	99	28	112	110
Kcna1-201	0	0	0	0	0	0	0	0
Kcna10-201	0	0	0	0	0	0	0	0
Kcna2-201	0	0	2	0	0	0	0	0
Kcna3-201	3	1	4	3	5	0	8	9
Kcna4-201	0	0	0	0	0	0	1	0
Kcna5-201	0	0	0	0	0	0	0	0
Kcna6-204	0	0	0	0	0	0	0	0
Kcna7-201	0	0	0	0	0	0	0	0
Kcnab1-201	0	0	0	0	0	0	0	0
Kcnab2-208	203	56	112	125	146	31	110	122
Kcnab3-201	0	0	0	1	1	0	0	0
Kcnb1-204	0	0	0	0	0	0	0	0
Kcnb2-201	0	0	0	0	0	0	0	0
Kcnc1-203	0	0	0	0	0	0	0	0
Kcnc2-204	0	0	0	0	0	0	0	0
Kcnc3-202	0	0	0	0	0	0	0	0
Kcnc4-201	0	0	0	0	0	0	0	0
Kcnd1-201	1	0	1	0	1	0	0	0
Kcnd2-201	0	0	0	0	0	0	0	0
Kcnd3-201	0	0	0	0	0	0	0	0
Kcne1-201	0	0	0	0	0	0	0	0
Kcne1l-201	0	0	0	0	0	0	0	0
Kcne2-201	0	0	0	0	0	0	0	0
Kcne3-203	0	0	0	0	0	0	0	0
Kcne4-201	0	0	0	0	0	0	0	0
Kcnf1-201	3	0	0	0	0	0	0	0
Kcng1-202	7	0	1	14	0	0	0	0
Kcng2-201	1	0	1	1	2	1	5	7
Kcng3-201	0	0	0	0	0	0	0	0
Kcng4-201	0	0	0	0	0	0	0	0
Kcnh1-201	0	0	0	0	0	0	0	0
Kcnh2-201	0	0	0	0	0	0	0	1
Kcnh3-201	0	0	0	0	0	0	0	0
Kcnh4-202	0	0	0	0	0	0	0	0
Kcnh5-201	0	1	1	0	0	0	1	0
Kcnh6-201	0	0	0	0	0	0	0	0
Kcnh7-201	0	0	0	0	0	0	0	0
Kcnh8-201	0	0	0	0	0	0	0	0
Kcnip1-201	0	0	0	0	0	0	0	0
Kcnip2-208	0	0	0	0	0	0	0	0
Kcnip3-203	17	9	14	18	11	5	11	14
Kcnip4-208	0	0	0	0	0	0	0	0
Kcnj1-201	0	0	0	0	0	0	0	0
Kcnj10-201	2	0	2	3	3	1	4	7
Kcnj11-205	0	0	0	0	0	0	1	0
Kcnj12-203	0	0	0	0	0	0	0	0
Kcnj13-201	0	0	0	0	0	0	0	0
Kcnj14-201	0	1	0	1	0	0	0	0
Kcnj15-204	0	0	0	0	0	0	0	0
Kcnj16-206	0	0	0	0	0	0	1	3
Kcnj2-201	60	45	50	64	24	11	36	34
Kcnj3-201	0	0	0	0	0	0	0	0
Kcnj4-201	0	0	0	0	0	0	0	0
Kcnj5-201	0	0	0	0	0	0	0	0
Kcnj6-202	0	0	0	0	0	0	0	0
Kcnj8-202	0	0	0	0	0	0	0	0
Kcnj9-201	0	0	0	0	0	0	0	2
Kcnk1-201	0	0	0	0	0	0	0	0
Kcnk10-202	0	0	0	0	0	0	0	0
Kcnk12-201	4	0	1	5	0	0	0	3
Kcnk13-201	1	1	1	0	0	0	0	0
Kcnk15-201	0	0	0	0	0	0	0	0
Kcnk16-201	0	0	0	0	0	0	0	0
Kcnk18-201	0	0	0	0	0	0	0	0
Kcnk2-206	0	0	0	0	0	0	0	0
Kcnk3-201	0	0	0	0	0	0	0	0
Kcnk4-201	0	0	0	0	0	0	0	0
Kcnk5-201	1	1	0	0	0	1	0	0
Kcnk6-201	5	1	1	1	0	0	1	0
Kcnk7-201	0	0	0	0	0	0	0	0
Kcnk9-201	0	0	0	0	0	0	0	0
