"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"0610010F05Rik",223.957473011872,0.399386752892937,0.450186654516076,0.300840219112861,0.472184342469386
"0610030E20Rik",262.722409711715,1.5038715471909,0.472250309168267,0.000316785539214017,0.00230058573940437
"1110004F10Rik",743.535147860371,-0.287767750027917,0.404802851831661,0.421861151156836,0.596059122045995
"1110008P14Rik",101.206258437536,-3.26194018722846,0.910720612927339,2.80233536407898e-05,0.000293069173207397
"1110012L19Rik",76.3704295966059,-1.25115381369093,0.724247557372615,0.0197161717342482,0.0639273047829416
"1110038F14Rik",185.611490689788,-0.551706402360155,0.5187803303673,0.190307580488729,0.340275259742249
"1110059E24Rik",159.998793894499,-0.328991903867837,0.481021723916083,0.417569685236438,0.592491100477015
"1110059G10Rik",156.464820934062,-1.63127115252755,0.588154242966317,0.000997633058067144,0.00582810149528575
"1500011B03Rik",115.28182449279,-2.02300268818731,0.684623358854134,0.000334985402061998,0.00241466336924359
"1600002K03Rik",112.417719581909,-2.34208820042166,0.706908321549557,8.94790493416509e-05,0.000801269269361272
"1600012H06Rik",97.2317005254372,-0.120854407283166,0.534458665235163,0.780456349558748,0.875516434836193
"1600014C10Rik",360.084177068339,0.593006369840388,0.445503914573163,0.123189436576661,0.248978242771176
"1700010I14Rik",80.8063346547656,-0.813007730691548,0.524399099460676,0.0587369507438717,0.146205389380151
"1700017B05Rik",255.190825107144,0.0984855119601929,0.406640845970538,0.783281076117511,0.876791867074651
"1700020L24Rik",194.339222461611,-1.90893397893687,0.64083046499677,0.00042733896460838,0.00292824830427886
"1700021F05Rik",219.655499693865,-2.77309349346659,0.474079143876784,5.05647612262707e-10,1.84529643270098e-08
"1700030K09Rik",73.9294575362702,-0.137755906992033,0.51849223576357,0.740283076914492,0.849013674799237
"1700037H04Rik",116.487502447633,-0.207347306333662,0.565190083779365,0.63387646360744,0.771191311979926
"1700066M21Rik",73.760813759147,0.374494988102426,0.531888750778061,0.37919537932177,0.555238482838115
"1700123O20Rik",308.557389477838,-0.749766454146277,0.488025445091713,0.0671413962816017,0.160660427535838
"1810013L24Rik",79.4800973232491,-0.314410350884246,0.546063809379314,0.469864694455119,0.637845893391058
"1810030O07Rik",465.860003500154,-0.0630767685977293,0.430562103217951,0.867523131415492,0.927271660809549
"1810037I17Rik",1632.83194076054,-3.5774615565408,0.469294156524417,1.56382435679465e-15,2.31180949829881e-13
"1810058I24Rik",216.05508044673,-2.98238428081727,0.543620376455535,3.99968670187823e-09,1.14861840447865e-07
