"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"BP_germ_cell_development%0007281",0.680241327300151,0.973364800044193,-0.341026121981239,-0.849088463052641,450,17,"MSH2;CXCR4"
"BP_response_to_nutrient%0007584",0.641791044776119,0.973364800044193,-0.336977652485382,-0.872302615343404,429,20,"ASS1;CYBB;TFRC;SREBF1;PLEC;TFAM"
"BP_stem_cell_differentiation%0048863",0.662613981762918,0.973364800044193,0.301051173185695,0.862022779906908,217,18,"IFT80;MEN1;MAPK14;SETD2;SMAD5;L3MBTL2;GAK;NELFB;PSMD11;KIT"
"BP_post-transcriptional_regulation_of_gene_expression%0010608",0.622926093514329,0.973364800044193,-0.353679160381807,-0.880592058337565,412,17,"LARP1;YTHDC1;NPM1"
"BP_protein_localization_to_nucleus%0034504",0.626229508196721,0.973364800044193,0.292887170017766,0.891688479904322,190,24,"SRSF1;SUMO3;RAP1GDS1;ZBTB7A;TOPORS;STK11"
"BP_cellular_response_to_cAMP%0071320",0.6734375,0.973364800044193,-0.358292913794713,-0.852994278065571,430,15,"ASS1;AKAP9;KDM1A;ITPR1;RAP1A"
"BP_epithelial_to_mesenchymal_transition%0001837",0.681957186544342,0.973364800044193,0.289492857916683,0.872496701416442,222,21,"NFATC1;TGFBR1;SMAD4;AKNA;RBPJ"
"BP_regulation_of_synaptic_plasticity%0048167",0.693370165745856,0.973364800044193,0.303699866343993,0.826728874805728,250,15,"BACE1;SLC38A1;YWHAG;HTT;SIPA1L1;GIPC1;SPG11;KAT2A;RAPGEF2"
"BP_antiviral_innate_immune_response%0140374",0.622950819672131,0.973364800044193,0.292914958840378,0.891773082357175,189,24,"TRAF6;DHX16;HCFC2;TBK1"
"BP_regulation_of_blood_pressure%0008217",0.635258358662614,0.973364800044193,0.308827204951574,0.884288484599355,208,18,"GNA13;ECE1;EMILIN1;EXT2;PTGS1;LRP5"
"BP_regulation_of_gene_expression%0010468",0.69375,0.973364800044193,0.220538342231682,0.915979371781343,110,106,"ADNP2;MEN1;HOXA10;PATZ1;DNM1L;MARF1;FOXP1;RC3H2;MYB;PHGDH;HOXA9;ATXN7L3B;PPP2CB;TBK1;CRKL;DROSHA;FUT8;CDK6;TGFBR1;CGGBP1;CDK4;DAXX;KDM6B;MYD88;NCOA2;SETD2;TOB2;TRIM44;STK3;CEP128;HTT;SART3;PLCG2;RC3H1;RBPJ;KDM3A;TRIM11"
"BP_mitotic_metaphase_chromosome_alignment%0007080",0.624645892351275,0.973364800044193,-0.318436745932866,-0.894093544127553,440,31,"CHMP2A;CHMP5;CENPE;KIF14;CHMP4B;CHMP3;SPDL1;KIF22;CDCA8;CHMP2B"
"BP_vasculogenesis%0001570",0.6734375,0.973364800044193,-0.357786708089313,-0.851789145187956,430,15,"SMARCA4;CITED2"
"BP_positive_regulation_of_actin_filament_polymerization%0030838",0.607407407407407,0.973364800044193,-0.344474544449655,-0.900042890774107,409,21,"EVL;PYCARD;RHOA;NCK1;GRB2;PFN1;RICTOR;NCKAP1L;MAP3K1;ARPC2"
"BP_cellular_response_to_xenobiotic_stimulus%0071466",0.625714285714286,0.973364800044193,-0.328101049007509,-0.89990182912498,437,28,"PCNA;PPP1R12A;MYLK;BLM;MCM7;CD69;AIM2;TFRC;GSTM1;RNF149"
"BP_regulation_of_circadian_rhythm%0042752",0.687757909215956,0.973364800044193,-0.296998806271657,-0.853914678513704,499,34,"SFPQ;TIMELESS;HDAC3;EZH2;TOP2A;HNRNPD"
"BP_positive_regulation_of_cytosolic_calcium_ion_concentration%0007204",0.586455331412104,0.973364800044193,-0.344905471569671,-0.933860680139522,406,25,"CD52;CXCR4;LRP1;HMGB1;CCR1"
"BP_telomere_maintenance%0000723",0.630642954856361,0.973364800044193,-0.304587059085418,-0.887029363322547,460,36,"PARP1;TERF1;BLM;INO80;MRE11A;NBN;ACTR8;RPA2;UCHL5;ATR;TERF2"
"BP_mitotic_G2/M_transition_checkpoint%0044818",0.653905053598775,0.973364800044193,-0.355994090227976,-0.865888145959321,426,16,"BARD1;CHEK1;BABAM2;NBN;CDK5RAP3;UIMC1;ATR;INTS3"
"BP_negative_regulation_of_gene_expression,_epigenetic%0045814",0.619738751814224,0.973364800044193,-0.33663050740051,-0.892307888174887,426,22,"MPHOSPH8;MNDAL;IFI209;TRIM27;EZH2;CHEK1"
"BP_regulation_of_actin_filament_polymerization%0030833",0.665158371040724,0.973364800044193,-0.343090099046171,-0.854227362981062,440,17,"ARPC5L;CLEC2I;HCLS1;PFN1;CORO1A;ARPC3"
"BP_negative_regulation_of_protein_catabolic_process%0042177",0.620214395099541,0.973364800044193,-0.367276057533887,-0.893329392939105,404,16,"SNX3;FLNA;MYCBP2;CDK5RAP3;MAD2L1;PARK7;HMGCR"
"BP_wound_healing%0042060",0.634472511144131,0.973364800044193,-0.343849668121028,-0.87251630534836,426,18,"FN1;MACF1;NOTCH2"
"BP_double-strand_break_repair_via_nonhomologous_end_joining%0006303",0.66189111747851,0.973364800044193,0.306529139832816,0.848202266787477,230,16,"TRP53BP1;SMARCAL1;KDM2A"
"BP_negative_regulation_of_mRNA_splicing,_via_spliceosome%0048025",0.693907875185736,0.973364800044193,-0.328024510364705,-0.832360070059391,466,18,"SRSF7;SFSWAP;NPM1;C1QBP"
"BP_negative_regulation_of_protein_kinase_activity%0006469",0.624584717607973,0.973364800044193,0.275809405856922,0.896745965169208,187,29,"PPM1E;MLLT1;TSC2;PREX1;CEP85;PKN1;RB1;NF2;CEACAM1;RTRAF;PPM1F;AKT1;GNAQ;INPP5K"
"BP_nucleotide-excision_repair%0006289",0.678125,0.973364800044193,-0.356664108921366,-0.849116553490068,433,15,"BRCA2;MNAT1;CETN2;RPA3"
"BP_glucose_homeostasis%0042593",0.611764705882353,0.973364800044193,0.266845919316075,0.915826295985531,155,43,"ADIPOR1;MCU;TSC22D4;PTPN11;ALMS1;SPOP;PDE3B;GPI1;SH2B2;NCOR2;STK11;STAT3;FOSL2;PHKB"
"BP_positive_regulation_of_viral_genome_replication%0045070",0.643387815750372,0.973364800044193,-0.340709928853185,-0.864549237295902,432,18,"PPIA;LARP1"
"BP_positive_regulation_of_protein_localization_to_nucleus%1900182",0.673134328358209,0.973364800044193,-0.329456032526937,-0.852832099381947,450,20,"PARP1;HNRNPM;LAMTOR5;TFRC;CDK5RAP3"
"BP_negative_regulation_of_proteasomal_ubiquitin-dependent_protein_catabolic_process%0032435",0.694524495677233,0.973364800044193,-0.314083157733143,-0.850406663501691,481,25,"TAF9;SMARCC1;NOP53;RPL11;CSNK2B;HSP90AB1;DDRGK1;UCHL5;UBXN1"
"BP_positive_regulation_of_T_cell_proliferation%0042102",0.697247706422018,0.973364800044193,0.286025188226906,0.862045561489516,227,21,"TRAF6;JAK2"
"BP_mRNA_catabolic_process%0006402",0.601783060921248,0.973364800044193,-0.352888730266876,-0.895452866987074,404,18,"CNOT9;SND1;LSM5;EXOSC9;EXOSC3"
